t,theta1,omega1,theta2,omega2,x2,y2,energy
0.725,-0.4559150493,-5.115712489,0.7934917542,2.991330593,0.272522509,-1.599219173,1.314286784
0.73,-0.4813193606,-5.046903209,0.8079988508,2.812428757,0.2599568964,-1.577331356,1.314286752
0.735,-0.5063926223,-4.983220122,0.8216248161,2.638793853,0.2472275899,-1.555532195,1.314286721
0.74,-0.5311594046,-4.924244225,0.8343947627,2.469945208,0.2343568106,-1.533846593,1.31428669
0.745,-0.5556422602,-4.86958717,0.8463315204,2.30544996,0.2213651718,-1.512296586,1.314286661
0.75,-0.5798618723,-4.818889008,0.8574558688,2.14492051,0.2082718327,-1.490901745,1.314286634
0.755,-0.6038371899,-4.771815754,0.8677867569,1.988011642,0.19509463,-1.469679516,1.314286609
0.76,-0.6275855522,-4.728056949,0.8773415072,1.834417541,0.1818501931,-1.448645505,1.314286587
0.765,-0.6511227998,-4.687323305,0.8861360056,1.683868853,0.1685540412,-1.427813715,1.314286566
0.77,-0.6744633753,-4.649344516,0.8941848763,1.536129875,0.1552206667,-1.407196749,1.314286548
0.775,-0.697620413,-4.613867239,0.901501644,1.39099591,0.1418636065,-1.386805982,1.314286531
0.78,-0.7206058189,-4.580653285,0.9080988817,1.248290798,0.1284955013,-1.366651703,1.314286516
0.785,-0.7434303426,-4.54947799,0.9139883485,1.107864635,0.1151281463,-1.34674324,1.314286502
0.79,-0.7661036414,-4.520128795,0.9191811152,0.9695916583,0.1017725323,-1.327089065,1.31428649
0.795,-0.7886343371,-4.492403993,0.9236876797,0.833368296,0.08843888111,-1.307696882,1.314286479
0.8,-0.8110300681,-4.466111657,0.9275180742,0.6991113503,0.07513667352,-1.288573702,1.314286469
0.805,-0.8332975354,-4.441068715,0.9306819619,0.5667563104,0.0618746727,-1.269725909,1.31428646
0.81,-0.8554425453,-4.41710018,0.9331887271,0.4362557707,0.04866094297,-1.251159314,1.314286452
0.815,-0.8774700481,-4.394038499,0.9350475565,0.3075779422,0.0355028649,-1.232879197,1.314286445
0.82,-0.8993841735,-4.371723028,0.9362675142,0.1807052429,0.02240714764,-1.214890353,1.314286439
0.825,-0.9211882646,-4.349999613,0.9368576089,0.05563295614,0.009379838788,-1.197197116,1.314286433
0.83,-0.9428849093,-4.328720258,0.9368268552,-0.06763205243,-0.003573667293,-1.179803392,1.314286427
0.835,-0.9644759701,-4.307742883,0.9361843286,-0.1890725671,-0.01644862227,-1.162712677,1.314286423
0.84,-0.9859626137,-4.286931149,0.9349392138,-0.3086622087,-0.02924091723,-1.145928073,1.314286418
0.845,-1.007345339,-4.266154351,0.9331008482,-0.42636658,-0.04194707621,-1.129452306,1.314286414
0.85,-1.028624006,-4.245287353,0.9306787586,-0.5421443713,-0.05456424927,-1.113287733,1.31428641
0.855,-1.049797863,-4.224210576,0.9276826937,-0.6559484278,-0.0670902049,-1.097436351,1.314286407
0.86,-1.070865572,-4.202810009,0.9241226503,-0.7677267787,-0.07952332129,-1.081899799,1.314286403
0.865,-1.091825242,-4.180977257,0.920008895,-0.8774236262,-0.09186257613,-1.066679368,1.3142864
0.87,-1.112674453,-4.158609592,0.9153519809,-0.9849802926,-0.1041075347,-1.051775996,1.314286397
0.875,-1.133410285,-4.135610029,0.9101627601,-1.090336124,-0.1162583362,-1.037190272,1.314286395
0.88,-1.154029348,-4.111887395,0.9044523907,-1.193429345,-0.1283156773,-1.022922433,1.314286392
0.885,-1.174527811,-4.087356402,0.8982323412,-1.294197869,-0.1402807945,-1.008972366,1.314286389
0.89,-1.194901432,-4.061937706,0.8915143894,-1.39258005,-0.1521554428,-0.9953396052,1.314286386
0.895,-1.215145586,-4.035557964,0.8843106189,-1.488515383,-0.1639418735,-0.9820233301,1.314286384
0.9,-1.235255297,-4.008149865,0.8766334117,-1.581945145,-0.1756428078,-0.9690223651,1.314286381
0.905,-1.255225268,-3.97965215,0.8684954376,-1.672812984,-0.1872614099,-0.9563351791,1.314286379
0.91,-1.27504991,-3.950009608,0.8599096411,-1.76106544,-0.1988012564,-0.9439598857,1.314286376
0.915,-1.294723373,-3.919173054,0.850889226,-1.846652412,-0.2102663043,-0.9318942449,1.314286374
0.92,-1.314239578,-3.887099273,0.841447637,-1.929527562,-0.2216608572,-0.920135665,1.314286371
0.925,-1.333592241,-3.853750957,0.8315985408,-2.009648661,-0.2329895295,-0.9086812077,1.314286369
0.93,-1.35277491,-3.819096606,0.8213558039,-2.086977881,-0.2442572087,-0.8975275928,1.314286366
0.935,-1.371780987,-3.783110411,0.8107334708,-2.161482024,-0.2554690181,-0.8866712058,1.314286364
0.94,-1.39060376,-3.745772119,0.7997457398,-2.233132709,-0.2666302765,-0.8761081072,1.314286362
0.945,-1.40923643,-3.707066876,0.788406939,-2.301906497,-0.2777464594,-0.8658340431,1.314286359
0.95,-1.427672135,-3.666985051,0.7767315008,-2.367784982,-0.2888231585,-0.8558444585,1.314286357
0.955,-1.445903978,-3.625522048,0.7647339373,-2.43075483,-0.2998660418,-0.8461345115,1.314286355
0.96,-1.463925053,-3.582678103,0.7524288144,-2.490807783,-0.3108808146,-0.8366990904,1.314286352
0.965,-1.481728465,-3.538458068,0.7398307267,-2.547940632,-0.3218731806,-0.8275328316,1.31428635
0.97,-1.499307355,-3.492871192,0.7269542723,-2.602155148,-0.3328488045,-0.8186301404,1.314286348
0.975,-1.516654921,-3.445930887,0.7138140283,-2.653458,-0.3438132754,-0.8099852125,1.314286346
0.98,-1.533764437,-3.397654496,0.7004245264,-2.70186064,-0.3547720731,-0.8015920572,1.314286344
0.985,-1.550629274,-3.348063055,0.6868002291,-2.747379172,-0.3657305346,-0.7934445222,1.314286342
0.99,-1.567242916,-3.297181052,0.6729555075,-2.790034202,-0.3766938243,-0.7855363193,1.31428634
0.995,-1.58359898,-3.245036192,0.6589046184,-2.82985068,-0.3876669058,-0.7778610513,1.314286338
1,-1.599691225,-3.191659156,0.6446616834,-2.866857729,-0.3986545161,-0.7704122395,1.314286337
1.005,-1.615513573,-3.13708337,0.6302406686,-2.90108846,-0.4096611428,-0.7631833516,1.314286335
1.01,-1.63106012,-3.081344769,0.6156553648,-2.932579793,-0.4206910042,-0.7561678303,1.314286334
1.015,-1.646325146,-3.024481576,0.600919369,-2.961372263,-0.4317480317,-0.7493591218,1.314286332
1.02,-1.661303128,-2.966534077,0.5860460672,-2.987509829,-0.4428358556,-0.742750704,1.314286331
1.025,-1.67598875,-2.907544405,0.5710486172,-3.011039686,-0.4539577933,-0.7363361147,1.314286329
1.03,-1.690376908,-2.847556329,0.5559399331,-3.032012062,-0.4651168412,-0.7301089789,1.314286328
1.035,-1.704462724,-2.786615051,0.5407326708,-3.050480038,-0.4763156683,-0.7240630354,1.314286327
1.04,-1.718241548,-2.724767003,0.525439214,-3.066499347,-0.4875566134,-0.7181921627,1.314286326
1.045,-1.731708962,-2.662059657,0.5100716616,-3.080128189,-0.4988416849,-0.7124904031,1.314286325
1.05,-1.744860792,-2.598541339,0.4946418156,-3.091427047,-0.5101725624,-0.7069519863,1.314286324
1.055,-1.757693106,-2.534261043,0.4791611703,-3.1004585,-0.5215506013,-0.7015713506,1.314286323
1.06,-1.770202215,-2.469268259,0.4636409023,-3.107287042,-0.5329768398,-0.6963431633,1.314286323
1.065,-1.782384684,-2.403612803,0.4480918611,-3.111978903,-0.5444520072,-0.6912623388,1.314286322
1.07,-1.794237322,-2.337344654,0.4325245615,-3.114601877,-0.5559765347,-0.6863240551,1.314286321
1.075,-1.805757192,-2.270513794,0.4169491753,-3.115225145,-0.5675505673,-0.6815237682,1.314286321
1.08,-1.816941605,-2.203170056,0.4013755256,-3.11391911,-0.5791739777,-0.6768572249,1.31428632
